web-scraper-order,web-scraper-start-url,Departments,Departments-href,Majors,Majors-href,Description
"1700729264-58","https://bigfuture.collegeboard.org/explore-careers/majors","Business
															
													
													Programs in business involve teaching students the skills and operations of the business industry.  They include studies in a varied of areas including accountancy, finance, marketing, human resources, economics and more.","https://bigfuture.collegeboard.org/explore-careers/majors/business","Major: Accounting","https://bigfuture.collegeboard.org/explore-careers/majors/business/accounting","The global market for chewing gum is expected to generate over 48 billion dollars in revenue by 2025. What does this have to do with a career in accounting? 

In 1928, accountant Walter Diemer developed the bubble gum formula, which allows chewing gum to be blown into big bubbles. One wonders if Diemer would have been able to project the future cash flow of his invention or even imagine it would amass so much.

What does a student majoring in Accounting study? 

Your undergraduate coursework will prepare you to organize and analyze a company’s financial information. As an accountant, you must be able to crunch numbers and interpret financial data. The following courses may be a part of your curriculum:

Accounting Principles
	Business Ethics
	Business Finance
	Business Law
	Financial Accounting
	Macroeconomics
	Microeconomics
	Statistics
	Strategic Planning
What can I do with an Accounting degree?

As an accountant, you’re responsible for providing an organization with accurate information about its economic standing. Your financial analysis will help stakeholders make crucial decisions about a company’s performance. Here are some career options:

Accountants and Auditors
	Budget Analysts
	Financial Managers
	Financial and Investment Analysts
	Payroll and Timekeeping Clerks
Specializations for an Accounting Major:

Auditing
	Financial Accounting
	Forensic Accounting
	Managerial Accounting
	Tax Accounting
What are the requirements for an Accounting degree? 

Although the specific requirements will be determined by your accredited institution, deciding if you want the certified public accountant (CPA) certificate will impact your academic track. The CPA track will include more coursework to earn a combined bachelor’s and master’s degree in accounting."
"1700729269-59","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Theater Arts","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/theater-arts","If you’ve ever acted in a play, you know how much work it takes to put a production together. A theater major is your ticket to every corner of the theater world.

Whether you specialize in acting or design, you’ll learn in class, backstage, and onstage. You’ll read, discuss, and write about all kinds of theatrical works. You’ll also get your hands dirty applying what you learn in class as you build sets, design costumes, direct, or act in department productions.

Theater majors study plays and other dramatic works and their production. Classes cover such topics as theater history, playwriting, acting, and directing, as well as lighting, scenery, and costume design.

“The more experience you get, the more you learn about yourself, and the more you learn about yourself, the more you learn about acting.”Titian, sophomore, performance, San Francisco State University

Are You Ready To...?

Write and direct your own play
	Build and strike (take down) sets
	Analyze scripts to really get to know the character you’re playing
	Spend long evenings in rehearsal
It Helps To Be...

Creative, organized, and able to manage your time well. You may be working on a paper about Shakespearean comedy while rehearsing your own performance art piece.

College Checklist

Is the department accredited by the National Association of Schools of Theatre?
	Will you be able to specialize in your area of interest?
	What professional work have the professors done? Where did they study?
	Do current students like the program? Try to spend time with one, on the phone or in person.
	Do the shows look good? Attend a production or ask to see photos.
	Are the department’s scene shops, costume shops, and stages equipped with the latest?
	Will the department help you find an internship?
Did You Know?

At any given time, more than 85 percent of actors in the professional actors' union are unemployed.

Course Spotlight

In classes on theater design, you’ll learn how sets, costumes, lights, and sound all work together to create a mood that fits the play. You’ll practice coming up with creative ideas and sketching them out so that others can share your vision.

You’ll also learn about the importance of research. What were people wearing in San Francisco during the 1970s? What would Macbeth’s castle have looked like? It’s through research that you’ll discover the little details that bring the world of the play to life."
"1700729271-60","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Studio Arts","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/studio-arts","Why major in art? Why not just grab a paintbrush, pencil, or chisel and do your thing? The reasons to study art in college are many.

You’ll have the chance to try out new media -- you may enter school as a painter and fall in love with printmaking. You might start out sculpting in clay but discover that wood is your true love. From your teachers, you’ll learn skills and techniques that will help you work more efficiently and consistently. With your peers, you’ll practice the art of critique. And in art history classes, you’ll learn from great masters new and old.

Students in studio arts learn the skills and techniques they need to express themselves as visual artists.

“I've learned how to really look at an object and draw it for what it is, as opposed to just imagining what it is in my head.” Hannah, freshman, art, Mills College

Are You Ready To...?

Complete a senior project
	Spend money on materials and equipment
	Visit museums and galleries to study other artists
	Display your work in student shows
	Take academic as well as art classes
	Learn the rules even as you break them
	Learn standard techniques as you develop your own style
	Listen to and learn from criticism of your work
	Experiment with a variety of media, from pencil to steel
	Spend hours working alone in the studio
It Helps To Be...

A creative person who wants to try it all. If you’re not ready to commit to any one medium and you love bringing your ideas to life, studio arts could be the major for you.

College Checklist

Do you need to prepare a portfolio to be accepted into the school or the major?
	Will you earn a B.A. or B.F.A (bachelor of fine arts)?
	Does the program have a particular focus? Does it offer classes in your areas of interest? Does it emphasize traditional work, or does it stress experimental or conceptual art?
	Is there enough studio space for students to get work done?
	How many courses outside the art department will you take? Can you combine your art degree with course work in business, teaching, or another related area?
	Are there any art museums or galleries on or near campus?
	Does the school have strong internship and study-abroad programs?
“Sure, majoring in art is risky. I find that I tend to waver between the extremes of fear and ecstasy constantly … It takes moxie to major in art.” -- Heather, junior, art, Ohio State University

Course Spotlight

You may get the chance to spend part of your last year working independently in the studio, with the goal of creating work for a final presentation to the public. Expect occasional critiques by teachers and other students along the way.

You’ll do more than create your art, though. You’ll also exercise business and organizational skills as you produce your show. You’ll need to choose a space, manage a budget, and publicize the event. By the time your opening rolls around, you’ll have a taste of what it’s like to be a pro."
"1700729274-61","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Photography","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/photography","What makes an object beautiful? How can that same object be shown in a disturbing light? How has the camera evolved throughout the last century, and what impact have these changes had on the art world? Can a photograph created for business purposes, such as a billboard, ever transcend commerce and become art? As a photography major, you'll explore such ideas.

Of course, you’ll spend much of your time practicing the art of photography. You’ll learn the basics of composition, color balance, and the use of light. You’ll also experiment in the darkroom, practicing a range of techniques to control the way your image impacts the viewer.

Photography majors learn how to use cameras and film to express ideas, trigger emotion, and convey information. Topics of study include the operation and maintenance of cameras; darkroom technique; and lighting, composition, and color.

Did You Know?

The first lasting photographic prints were made in the 1830s in France by Joseph Niépce and Louis Daguerre.

Are You Ready To...?

Spend money on equipment and supplies
	Compete for darkroom and computer time
	Visit museums and galleries to study other photographers
	Display your work in student shows
	Take academic as well as photography classes
	Learn the rules even as you break them
	Learn standard techniques as you develop your own style
	Work independently
	Build a portfolio for graduation
	Snap hundreds of photos while trying for a keeper
	Search for new ideas
	Experiment with film and digital photography
	Listen to and learn from criticism of your work
It Helps To Be...

A visual thinker who loves looking at the world through a viewfinder. If you’re an artist with a techie side, you’ll enjoy working with cameras and in the darkroom.

College Checklist

Does the school offer a major in photography or in art with a concentration in photography?
	Do you need to prepare a portfolio to be accepted into the school or the major?
	Will you earn a B.A. or B.F.A (bachelor of fine arts)?
	Does the program focus more on fine art or commercial photography? Does it emphasize darkroom photography over digital photography?
	Are the facilities well maintained and up-to-date? Is there current digital technology as well as traditional equipment?
	Is there enough darkroom time and space available for students to do their work? How is darkroom time shared between majors and nonmajors?
	How many courses outside the department will you take? Can you combine your photography degree with course work in business, teaching, or another related area?
	Are there any art museums or galleries on or near campus?
Did You Know?

The Crimean War, in Europe, and later the American Civil War were the first wars documented in photographs.

Course Spotlight

In an introductory photography course, you’ll learn how a camera works and how you can use it to achieve the effects you want. You’ll learn how to focus on a subject and how to adjust the shutter speed and the aperture for differences in distance and light.

During the semester, you’ll experiment with both digital and 35 millimeter cameras as well as with more unusual equipment such as large field cameras that hold only one negative at a time. You’ll also study the work of others and learn how to give and listen to constructive criticism. By the time you finish the class, you’ll be ready to make the most of your cameras to create your own art."
"1700729276-62","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Music Performance","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/music-performance","Weekly music lessons, endless scales and arpeggios, ear training classes, nightly rehearsals, recitals for friends and family, and juries with faculty members…. If singing or playing an instrument is today a hobby, as a performance major it will be your life.

Student musicians spend more time practicing than almost any other activity. Hours of practicing will help you learn to interpret a piece of music as the composer envisioned it. You’ll also develop your own signature sound -- one that’s unique to you.

Students of music performance perfect their skills as musicians. Lessons, classes, and recitals help students develop a personal style and prepare them for performing as soloists, ensemble players, and accompanists.

“Most performance majors entering college have already been ‘performance majors’ in high school.”Jo Anne Caputo, Professor, Cleveland Institute of Music

Are You Ready To...?

Perform solo as part of an ensemble
	Attend regular rehearsals for one or more performance groups
	Develop a close, personal relationship with the teacher of your instrument
	Listen to lots of live and recorded music
	Spend long hours practicing
It Helps To Be...

A music lover who is self-disciplined and able to take criticism well. As a professional musician, you’ll also need to be comfortable performing in front of a crowd.

College Checklist

Visiting campus? Is there enough room for everyone to practice and rehearse? Are there good acoustics?
	How many and what kinds of performance opportunities are there? If you have an interest in period music, make sure there’s a performance group that specializes in your area.
	Are there opportunities in the region to perform off-campus?
	What kinds of internships and summer programs are open to students? 
	How many hours of private instruction will you receive each week?
	Is the program accredited by the National Association of Schools of Music?
	Is the professor who teaches your instrument a professional performer?
Did You Know?

For one group of string players at the Curtis Institute of Music, working together led to fame as the Guarneri Quartet.

Course Spotlight

As a performance major, you'll need to take constructive criticism from both your professors and fellow students. And just taking it isn’t enough -- you’ll need to learn from it so you can improve. In addition to getting feedback in private lessons, you may have to perform in juries. Juries are a sort of final exam in which you'll perform in front of your teachers for a grade."
"1700729278-63","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Interior Design","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/interior-design","Look around the room you're in right now. Does it have good lighting? How does it make you feel? Are the colors of the walls in harmony with those of the furniture? Interior designers ask questions like these about the indoor spaces where we spend so much of our time. If you choose this major, you'll learn about much more than choosing wallpaper and matching it to drapes. You'll learn how to turn anything from a college dorm room to a corporate boardroom into a great space.

Interior design majors learn how to create practical and beautiful indoor environments, improving people's lives at home and at work and protecting their health and safety.

“Design is such a wonderful process of discovery that it never ceases to be interesting.”Janine King, Associate Professor and Chair, Department of Interior Design, University of Florida

Are You Ready To...?

Collect fabric swatches
	Spend long hours in the studio and computer lab
	Build drawing skills
	Use computers to create floor plans and perspective drawings
It Helps To Be...

Creative, flexible, and good with people. You'll need to work within a budget and satisfy your clients' tastes. You may hate the idea of a three-hundred-gallon fish tank, but if your client wants it, you'll have to fit it into your design.

College Checklist

Is the department accredited by the Council for Interior Design Accreditation?
	Does the department concentrate more on architecture and construction or visual effects and personal expression?
	How many professors are in the department? Make sure you'll get the attention you deserve.
	Do students take on a variety of challenging projects? Check out their work, if possible.
	Are studios and computer labs equipped with the latest? Do students have their own desks?
Did You Know?

Leonardo da Vinci designed interiors for Italian nobility.

Course Spotlight

Studio is the class at the center of most interior design programs. You'll explore and test creative solutions to interior design problems, applying what you learn in other classes. As you advance from semester to semester, you'll face tougher and tougher design problems."
"1700729281-64","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Interior Architecture","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/interior-architecture","The field of interior architecture shares a lot with interior design and decorating. Students of both fields learn to design comfortable, safe, and useful indoor spaces, from downtown penthouses to high school classrooms.

But the interior architecture major typically focuses on architecture and construction. You’ll learn about much more than artistic concerns, such as choosing which style of furnishings works well in an open, loftlike apartment. You’ll also learn about technical issues, such as seismic retrofitting (making old buildings safe from earthquakes).

Students of interior architecture learn how to design attractive and functional indoor spaces. Classes cover such topics as architecture and interior design, heating and cooling systems, and safety standards.

Did You Know?

The Guggenheim Museum, designed by Frank Lloyd Wright, has a glass dome that allows patrons to view artwork under natural light without letting the light directly hit the paintings, which could harm them.

Are You Ready To...?

Learn about preserving and restoring old buildings
	Learn about building code and safety
	Build physical and virtual (computer-based) models
	Draw plans of your own designs
	Study architectural and design styles and history
It Helps To Be...

As an interior architecture student, you may take a course or even a series of courses in professional practices or professional development. You’ll learn how to develop your portfolio and resume and how to market your business and skills. You’ll also learn the basics of preparing estimates, drawing up contracts, planning schedules, and managing projects. 

A professional practices class is often a prerequisite for an internship in the field.

College Checklist

Is the department accredited by the Council for Interior Design Accreditation?
	What is the background and philosophy of the faculty members? Are faculty members practicing interior architects? What kinds of spaces have they designed?
	Does the department focus more on architecture and construction or visual effects and personal expression?
	Do the students do good work? Ask to see examples.
	What is the structure of the design studios? How often do they meet and how many students are in each class?
	Will you be able to access your studio space at all times of day or night?
	What role do computers play in the design process?
Did You Know?

Some of the furniture in the U.S. Environmental Defense office in Washington, D.C., was specially made from the hulls of sunflower seeds.

Course Spotlight

As an interior architecture student, you may take a course or even a series of courses in professional practices or professional development. You’ll learn how to develop your portfolio and resume and how to market your business and skills. You’ll also learn the basics of preparing estimates, drawing up contracts, planning schedules, and managing projects. 

A professional practices class is often a prerequisite for an internship in the field."
"1700729283-65","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Graphic Design","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/graphic-design","Look at a CD jacket, website, magazine, or poster. Are you drawn in by the images and words you see? Are the colors appealing? Is the look open and inviting, or busy and cluttered?

These are the kinds of questions you’ll confront as a graphic design major. You’ll learn the basics of good design, which include the way type (style of lettering) and images are used to make visual statements. Whether your goal is to work in print or multimedia, you’ll learn to use the cutting-edge computer programs that every graphic designer today needs to know.

Graphic design majors learn the design and computer skills necessary to create the look for books, magazines, promotional materials, websites, and more.

“For most designers, design is a way of life and a way of thinking about things, not just a job.”Meredith Davis, Professor of Graphic Design, North Carolina State University College of Design

Are You Ready To...?

Enter student competitions
	Complete an internship
	Put together a portfolio
	Exhibit your work
	Study in a tight-knit community
	Work long hours in the studio
It Helps To Be...

A visual person who is creative, organized, and computer savvy. An ability to work well with others is important, too. Graphic design is not a solo act.

College Checklist

Is graphic design a major of its own, or is it an emphasis within art or another major?
	Is the department accredited by the National Association of Schools of Art and Design?
	How many professors teach graphic design only? How recently have they practiced out in the field?
	Check out the studios and labs. Are they well equipped and in good condition? Do computers have the latest graphic design software? Are color printers, digital cameras, and other state-of-the art equipment available for your use?
	Is there a student chapter of the American Institute of Graphic Arts on campus?
Did You Know?

Although your work will depend on your artistic talent, the client comes first in this field -- even if that means tossing out an idea you think is worthy of Picasso.

Course Spotlight

Studio is at the heart of most graphic design programs. In this class, you’ll gain tons of practical experience by trying your hand at real-world projects such as corporate logos, websites, and publication design. Portfolio and resume preparation, career options, and interview techniques typically round out this demanding course."
"1700729285-66","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Industrial and Product Design","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/industrial-product-design","If the sleek lines on a sports car get your motor running, you have an industrial designer to thank. Same goes for the sofa you love to sink into, the mug you love to hold in your hand, and the laptop you love to tap away at.

As an industrial and product design major, you’ll learn what it takes to design, manufacture, and package the products we use every day, from sports cars to kitchen appliances. You’ll also learn how to create products that are both practical and pleasing to the eye -- even on a budget.

Industrial and product design majors learn the skills they need to design and refine everyday products, most of them for mass production, such as telephones, cars, and furniture.

Did You Know?

Industrial designers make better money than most other types of designers.

Are You Ready To...?

Exhibit your work on campus
	Design an aluminum chair or paper clothing
	Become a materials expert
	Study the fine points of packaging
	Build 3-D models
	Learn computer-aided design (CAD)
It Helps To Be...

Strong in math, science, and art: industrial and product design combines all three. Good problem-solving skills are also important, and a great eye is essential.

College Checklist

Is the department accredited by the National Association of Schools of Art and Design?
	Are different concentrations available within the major? Some schools offer specializations in furniture design or transportation design, for example.
	Are classrooms, labs, and studios equipped with current technology, including the latest CAD software?
	Is there a student chapter of the Industrial Designers Society of America?
	Will you have the chance to study abroad in world art centers or sign up for a semester in New York?
Did You Know?

Raymond Loewy, the father of modern industrial design, is famous for everything from the Coca-Cola bottle to the Studebaker.

Course Spotlight

Get ready to stock up at the local art store when you sign up for introduction to industrial design. While lectures provide an overview of the profession, you’ll spend the rest of your time sketching and making models.

Using drawing pencils, sketch pads, X-ACTO knives, and glue guns, you’ll test your skills representing everyday objects like radios, sneakers, and toys."
"1700729287-67","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Film Studies","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/film-studies","Think of your favorite movie. Was it the story you liked? Or the characters? The action? How about the look of it? Digging deep into your gut feelings about movies is just the beginning of film studies.

If movies mean more to you than just an evening out with your friends, this could be the major for you. You’ll learn how to discuss and write about films critically. You’ll also learn about the connections movies have to history and national identities. You’ll even learn what all those people listed in the credits actually do. P.S. A gaffer is a lighting technician.

As a film studies major, you’ll study film history, theory, and criticism, as well as the basics of film production. You’ll also examine related arts such as television and video.

“It's not as though thinking about a film makes it more academic and less enjoyable. I still scream at all the right places.” Genie, junior, film studies, Yale University

Are You Ready To...?

Intern on a set where you’ll pick up valuable tips while doing everything from getting coffee to coiling cable
	Work with others
	Spend your own money on film, props, and more
	Debate with classmates over the meaning of movies as different as Hollywood classics and Warhol experiments
	Form your own ideas about film
	Read and write challenging, abstract works about film
It Helps To Be...

A big fan of the movies who’s not afraid to look beyond Hollywood. You should also be observant, creative, and able to see the emotions and ideas beneath the stories movies tell.

College Checklist

Does the program focus more on thinking about movies or making them?
	Will you have to apply for entry into the program? How many people are accepted?
	Is film studies a separate major or is it made up of courses from other departments?
	How many films are available in the library? Will you have access to those you need for research?
	Does the department help students get internships?
	Is the equipment up-to-date? Is there enough to go around? Is it available nights and weekends?
Did You Know?

Many states have offices of film and television production. They’re great places to start your hunt for internship and volunteer opportunities.

Course Spotlight

In film history, you’ll spend a lot of time watching movies and then listening to lectures about them. You may also have a small discussion group run by a grad student. You’ll look at each film in terms of the social and cultural issues of its day as well as your own time. To write a class paper, you may need to watch a class film over and over to analyze it shot by shot. It’s a lot of work, but you’ll never look at movies the same way again."
"1700729290-68","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Film Production","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/film-production","If every picture tells a story, then movies tell a series of small important stories. Each carefully composed scene is framed, lit, and paced to bring meaning to the script. Every detail, from where the actors stand to the sound of rustling leaves, is the result of planning and cooperation. It’s a good day on a film shoot when a three-page scene is shot the way the director and cinematographer pictured it months before. If you major in film production, you’ll find out how people, ideas, and technology come together to create the movies that become a part of our lives.

As a student in film production, you'll learn how to make movies, exploring the role of each person on a film set. You’ll also study movies, learning from the production choices of other artists.

Did You Know?

There are Oscars for student filmmakers, too. Winners who went on to fame include Robert Zemeckis, Spike Lee, Trey Parker, and John Lasseter.

Are You Ready To...?

Shoot and edit scenes again and again to get what you want
	Take criticism from your professors and classmates
	Spend your own money on film, props, and more
	Follow orders when working on someone else’s project
	Spend endless hours getting the cast, crew, and equipment you need
	See your vision on the big screen
It Helps To Be...

Creative, visual, observant, patient, and able to work with others. When making a film, time truly is money, so learn how to thrive under pressure.

College Checklist

Will you learn about narrative film only, or can you also try documentaries and experimental films?
	Is the equipment up-to-date? Is there enough to go around? Is it available nights and weekends?
	Do undergrads have the same access to equipment as graduate students?
	Is there equipment for television production as well as film?
	How many projects will you get the chance to produce?
	Will you have to fund your own projects, or does the department help out?
Did You Know?

Many jobs in film production require union membership.

Course Spotlight

As a student in film production, you’ll get plenty of practice on short film and video projects, but you won’t always be calling the shots as director. For one project, you might work with the sound equipment. For another, you could serve as production manager, coordinating equipment, actors, space, and the schedule. If you take on the role of editor, you’ll join takes together into the final film. All this experience will really pay off when you leave campus to work on a professional film set."
"1700729292-69","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Fashion Design","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/fashion-design","You may dream of seeing your creations on the runway. But if you decide to take the plunge and major in fashion design, get ready to be snapped into reality.

This is one demanding major. Working around the clock to finish original creations won't be enough. You'll also have to meet the highest standards of accuracy, taking exact measurements and cutting patterns to precision. But if fashion is your passion, this major may be custom-made for you.

Fashion design majors learn the nuts and bolts of designing and making clothing and accessories. Classes cover everything from sketching and computer design to pattern making and fabric selection.

“Fashion design is a highly technical industry, requiring great attention to detail and patience. It is this aspect that students often find most challenging.”Mary Stephens, Fashion Design Department Chair, Fashion Institute of Design and Merchandising

Are You Ready To...?

Sketch designs
	Create a clothing collection
	Sew garments
	Study textiles and fabrics
	Construct patterns
	Use computer-aided design (CAD) programs
It Helps To Be...

A fashion fanatic who is both creative and precise: you’ll need both qualities to make it in this business. Patience with details and an ability to work in a team are also key.

College Checklist

Is the program accredited by the National Association of Schools of Art and Design?
	Are the professors fashion industry professionals?
	Check out student work. Does it look professional? Can you feel the creative pulse?
	Are computers kept up-to-date with the latest fashion design software?
	What opportunities will you have to show your work?
	Is there a fashion club on campus?
	Does the school offer exchange programs or tours of study in New York, London, Paris, and other centers of design?
	Will the college help you find work after graduation?
Did You Know?

With a degree in fashion design, you’ll have the skills to recreate any garment you want -- even the gorgeous gown your favorite actress wore to the Academy Awards.

Course Spotlight

Fashion sketching class is where it all begins for most fashion design majors. You’ll learn to apply basic drawing skills to the fashion figure, with an emphasis on proportion.

You'll have to put in some serious time in the studio every week, but the effort will pay off. By the time you finish this class, you should be able to express all of your fashion fantasies on paper. And you’ll probably have a portfolio to show for it."
"1700729294-70","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: English","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/english","If you love to curl up with a good book, then majoring in English might be for you. But there's a lot more to studying English than just reading novels, short stories, plays, and poetry by English-speaking writers. You'll have to examine what you read and come up with opinions about it. For example, you might have to explain a book's main theme or show what it reveals about cultural stereotypes. You'll then have to share your views in class discussions and in papers.

One of the great things about majoring in English is that you can bring your personal interests into your studies. For instance, you can focus on the literature of a certain time period, location, or author.

English majors read, discuss, and write about the literature and culture of English-speaking people. They also learn about the history, structure, and use of the English language.

“I write much better essays … than a lot of people in other majors. You need to write for everything.”Anna, junior, English literature, UC Berkeley

Are You Ready To...?

Consider studying Joyce in Dublin, Shakespeare in Cambridge, or another author in his own country
	Attend readings and participate in other related activities
	Get practical experience interning, editing or writing for the school newspaper or literary journal, or peer tutoring
	Manage your time well so you can complete all the reading and writing you are assigned
	Compare different ways of interpreting the same work
	Discuss your ideas
	Read literary criticism
	Write twenty-five-page papers
It Helps To Be...

A person who loves to read different types of texts and who enjoys analyzing this material. You should also have strong writing and speaking skills. Someone who is creative and who likes to work independently will be a good fit.

College Checklist

Does the department focus on using literature to study culture?
	Does the department focus on studying literary theory?
	Does the college’s library have everything you’ll need, online and on paper, as an English major?
	Does the department offer courses in your areas of interest?
	Will you be able to design an independent study in an area of interest if courses aren't available on that subject?
Did You Know?

English students turn their attention to more than just books; you might write on material from film, journalism, and TV -- such as a script from The Simpsons.

Course Spotlight

You'll probably begin your studies by taking surveys of British and American literature. These courses often cover large stretches of literary history. For example, you may take a class that examines American literature up to 1900 or British literature up to 1700. Expect short papers and a final exam. A typical final involves matching quotes to their authors or scenes to their texts, responding to short-answer questions, and writing a short essay."
"1700729296-71","https://bigfuture.collegeboard.org/explore-careers/majors","Arts and Humanities
															
													
													Programs in art and humanities take a multidisciplinary approach to education. They combine study of languages, literatures, art, music, philosophy, and religion.","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities","Major: Digital Arts","https://bigfuture.collegeboard.org/explore-careers/majors/arts-humanities/digital-arts","The field in which art and technology collide is called digital arts. The phrase gained momentum in the ’80s. While Andy Warhol is often lauded for his digital art series using an Amiga computer, digital artists were using computers as early as the 1950s. 

Ben Laposky, an artist, created Oscillon 40 in 1952; his work presented electronic undulating waves manipulated with an oscilloscope onto a small fluorescent screen. In 1967, a collective called Experiments in Art and Technology was formed to foster growth and collaboration in the digital arts sphere. 

Whether it’s NFT art, 3D digital painting, or VR painting, this field will keep you on your toes as technology continues to evolve and offer new ways to produce and distribute art. 

What does a student majoring in Digital Arts major study? 

As a digital arts student, you’ll take classes to prepare you to keep pace in this ever-changing field. The following courses will sharpen your skills and introduce you to the diversity of mediums used in digital arts:

Art History
	Introduction to Digital Arts
	Animation
	Graphic Design
	Web Design
	Video and Sound
What can I do with a Digital Arts degree?

Careers in digital arts are wide-ranging. As technology evolves, so does art. Careers in this field are abundant and constantly emerging. Even after you graduate, you’ll continue to learn new technologies and ways to apply them. The following are examples of career paths:

Art Director
	Postsecondary Art, Drama, and Music Teachers
	Special Effects Artist and Animator
	Art Therapist
	Graphic Designer
Specializations for a Digital Arts Major:

Interactive Media
	3D Modeling
	Scoring for Multimedia
	Photojournalism
	Digital Painting
What are the requirements for a Digital Arts degree? 

While majoring in digital arts, you’ll be required to take courses and electives to obtain your degree. A big part of that means hands-on experience. You’ll have plenty of time honing your skills in Mac and PC labs, darkrooms, and TV studios. Besides landing an internship to bolster your portfolio, think about joining a digital arts organization or student club. By doing so, you’ll grow your network, learn from others, and enhance your skills."
